ID,DB,Dataset_Name,Dataset_Long_Name,Variables,Data_Source,Distributor,Description,Climatology,Acknowledgement,Doc_URL,Icon_URL,Contact_Email,Dataset_Version,Dataset_Release_Date,Dataset_History
367,Opedia,KOK1607_HL4_amoA_gene_abundances,Church HOE Legacy 4 Archaea amoA Gene Abundances,,"Matthew  Church, Univ Montana",,"Water samples for subsequent extraction of DNA were filtered through 0.2 mm pore size, 25 mm diameter Supor (Pall, USA) filters using a peristaltic pump and filters were stored in 2 ml cryovials at -80 °C. In the shore-based laboratory, planktonic DNA was extracted from filters and extracts were stored at -80 °C until further analysis. Quantification of amoA genes was via droplet digital PCR (ddPCR) using a Bio-Rad QX200 system following the manufacturers recommended protocol, with an annealing temperature of 54 ºC. PCR reactions consisted of 10 µL EvaGreen SuperMix, 0.5 µL each forward and reverse primers (10 µM stock) 7 µL water (Invitrogen Ultra Pure Distilled Water) and 2 µL DNA. Primers targeting the shallow-water WCA amoA gene and deep-water WCB amoA gene were as described by Beman et al. (2008). For WCA, undiluted DNA was added from samples collected up to 125 m, and 10x diluted DNA was added for samples collected at 150 and 175 m, where WCA amoA genes were expected to be more abundant. For primers targeting the deep-water WCB amoA gene, undiluted DNA was used for ddPCR reactions.",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1607_HL4_amoA_gene_abundances.png,,V1,2020-02-05,
368,Opedia,KOK1507_HLB2_dark_14C_Carbon_fixation,HOE Legacy 2B Dark 14C Carbon fixation,,"Matthew  Church, Univ Montana",,"Rates of dark 14C-bicarbonate assimilation into plankton biomass were measured from samples incubated on free-floating arrays. For these incubations, quadruplicate 40 mL polycarbonate centrifuge tubes from each depth were amended with ~0.05 MBq/mL (final activity) 14C-bicarbonate. One of the 40 mL sample tubes was processed immediately to serve as the time zero blank; the remaining triplicate tubes were incubated for 24 hours at in situ temperatures in the dark. At the end of the incubation period, the 40 mL tubes were filtered onto 25 mm diameter, 0.2 um polycarbonate filters. The total amount of radioactivity added to each sample was determined by adding a 25 µL subsample of the 14C-amended seawater to a 20 mL scintillation vial containing 500 µL ß-phenylethylamine. The remaining sample volume was immediately filtered, and filters were stored in 20 mL glass scintillation vials and frozen (-20°C) until processing. In the laboratory, filters were acidified with 1 mL of 2N hydrochloric acid and allowed to vent, uncapped for 24 hours in a fume hood. After acidification, 10 mL of PerkinElmer UltimaGold™ scintillation cocktail was added to scintillation vials containing the filters, and the resulting radioactivity was quantified by liquid scintillation counting (Perkin Elmer Tri-Carb 2800TR). ",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKOK1507_HLB2_dark_14C_Carbon_fixation.png,,V1,2020-02-04,
369,Opedia,HOT221_247_14C_PP_02um,Time series measurements of 14C-based primary production (>0.2 um) in the subtropical North Pacific Ocean,,"Matthew  Church, Univ Montana",,"Over a 3-year period (April 2010-April 2013), we measured 14C-primary production from vertical profiles based on 14C-assimialtion into particles >0.2 um.  Seawater for the 14C-based productivity measurements was collected from predawn CTD hydrocasts and into acid-cleaned 500-ml polycarbonate bottles. A total of four replicate 500 ml bottles were subsampled per depth and each bottle was spiked with ~1.85 MBq 14C-bicarbonate. One hundred milliliters from one replicate per depth was immediately vacuum filtered through a polycarbonate filter as a time zero blank. These filters were placed in 20 ml glass scintillation vials and stored at -20oC until shore-based laboratory processing. The remaining three bottles were hung on a free-drifting array, deployed before dawn, and incubated at their initial collection depths throughout the photoperiod (typically 11-13 hours). After sunset the array was recovered, and 100 ml subsamples of all bottles were filtered under gentle vacuum (<50 mm Hg) onto 0.2 mm polycarbonate filters that were then placed in scintillation vials and frozen (-20oC). The total radioactivity added to each sample bottle was determined by subsampling 250 µl aliquots into scintillation vials containing 500 µl of ß-phenylethylamine. At the shore-based laboratory, filters were acidified by the addition of 1 ml of 2 M hydrochloric acid (HCl) and allowed to passively vent (uncapped) for ~24 hours to remove inorganic 14C. Ten milliliters of Ultima Gold LLT liquid scintillation cocktail was added to all vials (acidified filters and vials for determining total radioactivity) and the resulting radioactivity was determined using a Perkin Elmer 2600 liquid scintillation counter.",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblHOT221_247_14C_PP_02um.png,,V1,2020-02-04,
370,Opedia,KM1709_MS_Fe_14C_PP,MesoSCOPE Iron 14C Primary Production,,"Matthew  Church, Univ Montana",,"Experiments were conducted to examine the influences of dissolved iron on rates of primary and bacterial production. For the primary production measurements, seawater from six depths (60 m, 80 m, 100 m, Chl maximum, 140 m, and 300 m) was collected from predawn trace metal rosette casts and subsampled into trace-metal cleaned 500-ml polycarbonate bottles. Bottles were spiked with iron (in addition to treatments containing iron ligands), and bottles were incubated on a free-drifting array. After 72 hrs, the array was recovered and the bottles were retrieved, and amended with 14C-bicarbonate. The radiolabeled samples were hung on a free-drifting array, deployed before dawn, and incubated at their initial collection depths throughout the photoperiod (typically 11-13 hours). After sunset the array was recovered, and contents of the bottles were filtered under gentle vacuum (<50 mm Hg) onto glass fiber filters. Filters were placed in scintillation vials and frozen (-20oC). The total radioactivity added to each sample bottle was determined by subsampling 250 µl aliquots into scintillation vials containing 500 µl of ß-phenylethylamine. At the shore-based laboratory, filters were acidified by the addition of 1 ml of 2 M hydrochloric acid (HCl) and allowed to passively vent (uncapped) for ~24 hours to remove inorganic 14C. Ten milliliters of Ultima Gold LLT liquid scintillation cocktail was added to all vials (acidified filters and vials for determining total radioactivity) and the resulting radioactivity was determined using a Perkin Elmer 2600 liquid scintillation counter.",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_MS_Fe_14C_PP.png,,V1,2020-02-04,
372,Opedia,KM1709_MS_Fe_Leu_incorp, MesoSCOPE Iron and Light/Dark Leucine Incorporation,,"Matthew  Church, Univ Montana",,"Experiments were conducted to examine the influences of dissolved iron on rates of primary and bacterial production. For the bacterial production measurements, seawater from six depths (60 m, 80 m, 100 m, Chl maximum, 140 m, and 300 m) was collected from predawn trace metal rosette casts and subsampled into trace-metal cleaned 40-ml polycarbonate tubes. Tubes were spiked with iron (in addition to treatments containing iron ligands), and bottles were incubated on a free-drifting array. After 72 hrs, the array was recovered and the bottles were retrieved, and amended with 20 nM (final concentration) 3H-leucine. Samples will be incubated in both the light and dark at 60 m, 80 m, 100 m, DCM, and 140 m; the 300 m samples were incubated in the dark only. The polycarbonate sample tubes were incubated in situ over the photoperiod. At the end of the photoperiod, triplicate 1.5 ml subsamples were removed from each tube and added to 2 ml microcentrifuge tubes containing 100 µl of 100% ice-cold TCA; these tubes were stored frozen until analysis. Samples were processed following a modified method of the microcentrifuge method. ",False,This work was funded by the Simons Foundation through the Simons Collaboration on Ocean Processes and Ecology (SCOPE award #329108 to M.J. Church),,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_MS_Fe_Leu_incorp.png,,V1,2020-02-04,
373,Opedia,JR19950921_AMT01_CTD,JR19950921 AMT01 CTD,,"Atlantic Meridional Transect (AMT), David Robins, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Pressure, temperature, salinity, and depth measurements taken by sensors mounted on a CTD during the AMT01 cruise. The depth values used are an approximation using the roughly ~1:1 relationship between meters and decibars of pressure. ",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19950921_AMT01_CTD.png,,final,2020-08-24,
374,Opedia,JR19950921_AMT01_Nutrients,JR19950921 AMT01 Nutrients,,"Atlantic Meridional Transect (AMT), Malcolm Woodward, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Samples for nutrient analysis were collected three ways: from the ships underway intake system, from a CTD mounted on the research vessel, and from a CTD mounted on a lowered unmanned submersible. Samples were stored in the dark below 4°C and analyzed on the ship within 1-20 hours using a Technicon AutoAnalyzer II colorimetric autoanalyser.",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19950921_AMT01_Nutrients.png,,final,2020-08-24,
375,Opedia,Gradients2_MGL1704_IFCB_Abundance,Gradients 2 - MGL1704 - Imaging Flow Cytobot - Abundance,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The Imaging FlowCytoBot (IFCB) is an in situ automated imaging flow cytometer that generates images of particles suspended in seawater, in this case from the underway uncontaminated seawater system aboard the R/V Langseth (intake 5m).   The IFCB uses a recycled sheath fluid (0.2 µm filtered seawater) to align and drive particles individually towards a light source (red laser, 4.5 mW) in order to detect and identify single or colonial cells using a combination of optical properties (red fluorescence and light scattering intensities) and high resolution images (3.2 pixels per micron) by a mounted camera. Both optical properties are used to trigger targeted image acquisition of suspended particles in the size range <4 to 100 µm. The instrument continuously samples (few seconds) from  ~5 ml aliquots from the intake, and processes all particles contained in that volume for the next 20 mins.  Images corresponding to the ""Sample"" variable are available on the cruises dashboard (http://ifcb-data.soest.hawaii.edu/IFCB_NPTZ).  This dataset is for the abundance of imaged cells by genus.  For each sample, the total number of cells classified to the genus-level by a random forest algorithm (Sosik and Olson, 2007 doi:10.4319/lom.2007.5.204) is counted and divided by the corresponding volume analyzed (~5 mL). Note that we used all the images collected during Gradients 2.0 to train the random forest algorithm and that classification is therefore highly accurate for this dataset. Using 7 µm calibration beads, we estimated that the error of cell concentration due to cell detection during sample acquisition averages 11 ± 10 %, independently of concentrations in the range 1-10000 cell/mL.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_IFCB_Abundance.png,,V1.0,2020-04-01,Final Processed Data
376,Opedia,Gradients2_MGL1704_IFCB_ESD,Gradients 2 - MGL1704 - Imaging Flow Cytobot - Equivalent Spherical Diameter,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The Imaging FlowCytoBot (IFCB) is an in situ automated imaging flow cytometer that generates images of particles suspended in seawater, in this case from the underway uncontaminated seawater system.  The IFCB uses a recycled sheath fluid (0.2 µm filtered seawater) to align and drive particles individually towards a light source (red laser, 4.5 mW) in order to detect and identify single or colonial cells using a combination of optical properties (red fluorescence and light scattering intensities) and high resolution images (3.2 pixels per microns) by a mounted camera. Both optical properties are used to trigger targeted image acquisition of suspended particles in the size range <4 to 100 µm. The instrument continuously samples from ~5 ml aliquots from the intake, and processes all particles contained in that volume for the next 20 minutes.  Images corresponding to the ""Sample"" variable are available on the cruises dashboard (http://ifcb-data.soest.hawaii.edu/IFCB_NPTZ).  This dataset is the size, or equivalent spherical diameter, of imaged cells by genus. Equivalent spherical Diameter (ESD) is converted from the cells biovolume (BV) assuming a spherical cell, according to the formula: ESD=[(6XBV)/(PI)]^(1/3). We use a series of matlab scripts provided by the H. Sosik (https://github.com/hsosik/ifcb-analysis/wiki) to outline cells and extract  their corresponding biovolume using a pixels-distance map algorithm (Moberg and Sosik: 2012, doi:10.4319/lom.2012.10.278) and a fixed conversion factor (3.2 px/µm).",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_IFCB_ESD.png,,V1.0,2020-04-01,Final Processed Data
377,Opedia,JR19960422_AMT02_meteorology,JR19960422 AMT02 Meteorology,,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Meteorological data, including surface PAR, from the AMT02 cruise.",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.\n\n,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19960422_AMT02_meterology.png,,final,2020-08-24,
378,Opedia,JR19960422_AMT02_bathymetry,JR19960422 AMT02 Bathymetry,,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),Sea floor bathymetric depth measured every 30 seconds by an echo sounder on the AMT02 cruise. ,False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.\n\n,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19960422_AMT02_bathemetry.png,,final,2020-08-24,
379,Opedia,JR19960422_AMT02_TSG,"JR19960422 AMT02 Temperature, Salinity, and Chlorophyll",,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Temperature, salinity, and chlorophyll measurements taken every 30 seconds at 6 meters during the AMT02 cruise. ",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19960422_AMT02_TSG.png,,final,2020-08-24,
381,Opedia,KM1709_Mesoscope_B12_HILIC_Incubations,KM1709 Mesoscope B12 Incubations HILIC (Positive and Negative),,Anitra Ingalls Lab - University of Washington,,"These are targeted metabolite peak areas, representative of abundance values taken.The samples were taken from each of the two dipoles of a mesoscale eddy near Station Aloha and incubated for four days. Incubation #1 was the cyclonic dipole, while Incubation #2 was the anticyclonic dipole. Six conditions were created for each of the samples. T0: In situ condition at the start of the experiment, aka time 0. Water that was filtered, not incubated, and frozen. Control (Tfinal): 100% in situ water from 25 m, incubated and then filtered. Deep Sea Water mix: 10% Deep Sea Water (DSW) taken from 700 m, filtered and evenly mixed with 90% in situ water from 25 m. This mixture was then incubated and filtered. +B12: 25 m water spiked with 800 ul of B12 for a final concentration of ~240 pM, incubated, filtered. - B12: 25 m water spiked with trace metals (iron, Si, PO4, NO3) and no B12, incubated, filtered.  +DMB, -B12: 25 m water with the same conditions of the -B12 state, but with an added spike of 5,6-dimethylbenzimidazole (DMB). +DMB: 25 m water spiked with 800 ul of DMB for a final concentration of 240 pm, incubated, filtered.",False,Samples from KM1709 (MESO-SCOPE 2017) were collected and produced by the Ingalls Lab as part of the Simons Gradients project with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_Mesoscope_B12_HILIC_Incubations.png,,Final,2020-08-23,
382,Opedia,JR19960422_AMT02_pigments,JR19960422 AMT02 Extracted Pigments,,"Atlantic Meridional Transect (AMT), Dr. Ray Barlow, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"This data originates from samples collected during AMT2 cruise from the ships surface underway supply. Water samples were filtered through a GF/F membrane filter and then either frozen in liquid nitrogen for subsequent analysis via acetone extraction in the lab followed by High Performance Liquid Chromatography (HPLC), or extracted for 18-24 h in 90% acetone and chlorophyll fluorescence measured with a fluorometer.",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19960422_AMT02_Extracted_Pigments.xlsx.png,,final,2020-08-24,
383,Opedia,JR19960422_amt02_CTD,JR19960422 AMT02 CTD,,"Atlantic Meridional Transect (AMT), Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Pressure, temperature, salinity, and depth measurements taken by sensors mounted on a CTD during the AMT02 cruise. The depth values used are an approximation using the roughly ~1:1 relationship between meters and decibars of pressure. ",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19960422_AMT02_CTD.png,,final,2020-08-24,
384,Opedia,Gradients2_MGL1704_Optics_LISST_ACS_ECO,"Gradients 2 - MGL1704 - Optics - LISST, AC-S, and ECO",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Three biooptical instruments were plumbed to the underway uncontaminated seawater on the R/V Langseth.  Data for each instrument were averaged to the minute and matched to a timestamp on the minute.  LISST:  Filtered values (<0.2 um) removed from all data. The summed volume concentration of particles (in uL/L), the standard LISST output, is presented for 3 size ranges: 1.25-2 µm, 2-20 µm, and 20-100 µm. Particle volume concentration can be converted to particle concentration by assuming spherical particles. The total particle concentration (#/L) is calculated for particles with a diameter between 1.25 and 100 um. Larger size classes are excluded due to low detection limits and scattering at density gradients. Note that data have not been processed to remove outliers. AC-S: Filtered values (<0.2 um) removed from all data (see White et al., 2017, GRL); data corrected for residual temperature and scattering; AC-S chl a concentrations obtained from a Gaussian fit over absorbance spectra in the red portion of the spectrum, assuming in vivo chl-a specific absorption of 0.0203 m2/mg at 674 nm. ECO: filtered values (<0.2 um) removed from chl and volume scattering data; chl fluorescence converted to mg/m3 using factory calibrations, and corrected to HPLC chlorophyll values (Corrected value = uncorrected/2.0808).  CDOM not included due to faulty channel.",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblGradients2_MGL1704_Optics_LISST_ACS_ECO.png,,1.0,2020-04-03,Final Processed Data
385,Opedia,VLP_abundance_KM1502_2015transect,Virus-like particles abundance for KM1502 (SCOPE 2015 transect),,"Lindell lab - Technion, Haifa, Israel",,"This dataset collection of Virus-like particle abundances was collected from the KM1502 (2015 SCOPE Transect) cruise in the Pacific Ocean. The methodology used was that the sea was water collected and filtered with a 0.22µm syringe filter. Samples were then frozen in -80 and kept for analysis. For analysis, samples were filtered on 0.02µm anodisc filter, stained with sybr green II and visualized using epifluorescence microscope.",False,VLP samples were collected and analysed by Lindells lab on several SCOPE cruises funded by the Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblVLP_abundance_KM1502.png,,Final,2020-12-15,
386,Opedia,VLP_abundance_KM1503,Virus-like particles abundance for KM1503,,"Lindell lab - Technion, Haifa, Israel",,"This dataset collection of Virus-like particle abundances was collected from the KM1503 cruise in the Pacific Ocean. The methodology used was that the sea was water collected and filtered with a 0.22µm syringe filter. Samples were then frozen in -80 and kept for analysis. For analysis, samples were filtered on 0.02µm anodisc filter, stained with sybr green II and visualized using epifluorescence microscope.",False,VLP samples were collected and analysed by Lindells lab on several SCOPE cruises funded by the Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblVLP_abundance_KM1503.png,,Final,2020-12-15,
387,Opedia,VLP_abundance_KM1513,Virus-like particles abundance for KM1513,,"Lindell lab - Technion, Haifa, Israel",,"This dataset collection of Virus-like particle abundances was collected from the KM1513 cruise in the Pacific Ocean. The methodology used was that the sea was water collected and filtered with a 0.22µm syringe filter. Samples were then frozen in -80 and kept for analysis. For analysis, samples were filtered on 0.02µm anodisc filter, stained with sybr green II and visualized using epifluorescence microscope.",False,VLP samples were collected and analysed by Lindells lab on several SCOPE cruises funded by the Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblVLP_abundance_KM1513.png,,Final,2020-12-17,
388,Opedia,VLP_abundance_KM1605,Virus-like particles abundance for KM1605,,"Lindell lab - Technion, Haifa, Israel",,"This dataset collection of Virus-like particle abundances was collected from the KM1605 cruise in the Pacific Ocean. The methodology used was that the sea was water collected and filtered with a 0.22µm syringe filter. Samples were then frozen in -80 and kept for analysis. For analysis, samples were filtered on 0.02µm anodisc filter, stained with sybr green II and visualized using epifluorescence microscope.",False,VLP samples were collected and analysed by Lindells lab on several SCOPE cruises funded by the Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblVLP_abundance_KM1605.png,,Final,2020-12-17,
390,Opedia,JR19950921_amt01_meteorology,JR19950921 AMT01 Meteorology Data,,"Atlantic Meridional Transect (AMT), Dr. Tony Bale, Plymouth Marine Laboratory",British Oceanographic Data Centre (BODC),"Meteorological data, including surface PAR, from the AMT01 cruise.",False,The programme was funded by the Natural Environment Research Council (NERC) and further support was received from the National Aeronautics and Space Administration (NASA) with equipment and funding from the Sea-viewing Wild Field-of-view Sensor (SeaWiFS) project.\n\n,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblJR19950921_AMT01_meterology.png,,final,2020-08-24,
391,Opedia,Extr_chl_a_MesoSCOPE_KM1709,Extracted chlorophyll a MESOSCOPE KM1709,,Dyhrman/LDEO,,"Methanol-extracted chlorophyll from in situ samples collected at 15 m during the MESOSCOPE cruise (KM1709).  Samples were filtered onto 25 mm GF/Fs and stored frozen prior to analysis.  Filters were extracted in methanol, and chlorophyll a concentration was determined from fluorescence of the supernatant before and after acidification using a Turner Designs Aquafluor fluorometer. The fluorometer was calibrated using chlorophyll a from Anacystis nidulans.",False,Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_MesoSCOPE_ext_chl_a.png,,final,2020-01-03,
392,Opedia,APA_MesoSCOPE_KM1709,Alkaline phosphatase activity MesoSCOPE KM1709,,Dyhrman/LDEO,,"Alkaline phosphatase activity assay.  For APA analysis, triplicate in situ samples from 15 m were filtered onto 47-mm polycarbonate membranes (0.2 µm) and stored at -20°C until analysis. APA was assayed after Dyhrman and Ruttenberg (2006) using the fluorogenic phosphatase substrate 6,8-difluoro-4-methylumbelliferyl phosphate and normalized to volume.",False,Simons Foundation,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM1709_MesoSCOPE_APA.png,,final,2020-01-03,
393,Opedia,KM0703_Moisander_SouthPacific,KM0703 Diazotroph Community Composition,,"Moisander lab, University of Massachusetts Dartmouth",Zehr Lab UCSC,"This study investigates the diversity, abundance, and activity of marine diazotrophs in the South Pacific. Samples were collected on the KM0703 cruise.  ",False,"This study investigates the diversity, abundance, and activity of marine diazotrophs in the North Pacific, looking at basin-scale spatiotemporal distribution. The ship was the M/V New Century 2.",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblKM0703_SouthPacific_Diazotroph.png,,1.0.0,2014-04-12,
394,Opedia,Cheung_NorthPacific_2020,Diazotroph Community Composition in the North Pacific,,"Cheung Lab, The Hong Kong University of Science and Technology, Hong Kong, China",Zehr Lab UCSC,"This study investigates the diversity, abundance, and activity of marine diazotrophs in the North Pacific, looking at basin-scale spatiotemporal distribution. The ship was the M/V New Century 2 .",False,,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblNorthPacific_Diazotroph.png,,1.0.0,2020-09-04,
395,Opedia,Shiozaki_Antarctic_2020,Diazotroph Community Composition in the Antarctic,,"Shiozaki Lab, The University of Tokyo, Kashiwa, Japan",Zehr Lab UCSC,"This study investigates the diversity, abundance, and activity of marine diazotrophs in the Antarctic.",False,"JSPS KAKENHI grant numbers JP19H04263 (T.S.), 20H04985 (T.S.), 17H01852 (F.H.) and JP15H05712 (N.H.) and the Simons Foundation (Simons Postdoctoral Fellowship in Marine Microbial Ecology) under award number 544338 (K.I.)",,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblUM1808_JARE_60_Antarctic_Diazotroph.png,,1.0.0,2020-09-04,
396,Opedia,Gradients2_MGL1704_FluorometricChlorophyll,Gradients 2 - MGL1704 - Fluorometric Chlorophyll,,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","Fluorometric Chlorophyll were collected from rosette niskin bottles at specific depths and filtered at low vacuum through a glass fiber filter. Samples were then flash frozen in liquid nitrogen and stored in a histoprep capsule at -80°C until analysis. Post cruise, the filters were extracted using 90% acetone for a total of 48 hours in a -20°C freezer, covered to prevent the photodegradation of pigments. Upon extraction samples were centrifuged to settle filter particulates and gently poured into a glass cuvette. Samples were then run on a Turner 10-AU Fluorometer. Data were corrected for average glass fiber filter blank values and when available is reported as the average of duplicate samples (NaN indicates no duplicate sample). ",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_HPLC.png,,V1.0,2020-04-03,Final Processed Data
398,Opedia,Gradients2_MGL1704_PCPN,"Gradients2-MGL1704 Particulate Carbon, and Particulate Nitrogen",,"Angel White Lab, University of Hawaii at Manoa","Angel White Lab, University of Hawaii at Manoa","The carbon and nitrogen content of particulate material (PC and PN) was collected from rosette niskin bottles at specific depths and filtered at low vacuum through a combusted glass fiber filter. Following filtration, filters were folded in half and placed in combusted aluminum foil and stored at -80°C for later analysis. Post-cruise, all filters were thawed and dried overnight at 60°C. Samples were then balled into Sn boats and plated for analysis. Organic carbon and total nitrogen content was analyzed using high-temperature combustion (1020 C) on a ThermoQuest NC 2500 elemental analyzer. Three standards with known %C and %N were weighed, folded in tin boats, and analyzed with the samples to develop the calibration equation for each run. The calibration equation was then used to calculate the mass (mg) of carbon and nitrogen in each sample using EAS Clarity Chromatography Station software. The standards are Cystine (Elemental Microanalysis, B2035, 11.66 %TN, 29.99 %TC), Atropine (Elemental Microanalysis, B2002, 4.84 %TN, 70.56%TC), and GoniLab Secondary Standard (low %C)-A1 (an internal standard of sediment from the Gulf of Mexico, MV0803, with low carbon - 0.12 %N, 1.3 %C).",False,These Simons Collaboration on Ocean Processes and Ecology (SCOPE) data products were produced by the University of Hawaii at Manoa with support from the Simons Foundation.,,https://raw.githubusercontent.com/simonscmap/CMAP_Ingestion/master/static/mission_icons/tblMGL1704_Gradients2_PCPN.png,,v1.0,2020-03-27,Final Processed Data
